"Data";"7806 - Taxa referencial de swaps DI pré-fixada (BM&F) - Prazo de 360 dias - % a.a.";"1 - Taxa de câmbio - Livre - Dólar americano (venda) - diário - u.m.c./US$";"7 - Bovespa - índice - Pontos";"SP500"
2006-01-18;15,99;2,3276;35805;NA
2006-01-19;15,84;2,3225;36858;NA
2006-01-20;15,81;2,2756;36694;NA
2006-01-23;15,84;2,2609;36363;NA
2006-01-24;15,86;2,244;37399;NA
2006-01-25;15,86;2,2433;37399;NA
2006-01-26;15,86;2,2382;38014;NA
2006-01-27;15,84;2,2152;37822;NA
2006-01-30;15,85;2,2116;38242;NA
2006-01-31;15,83;2,216;38382;NA
2006-02-01;15,84;2,2217;38484;NA
2006-02-02;15,81;2,221;37304;NA
2006-02-03;15,71;2,2202;37261;NA
2006-02-06;15,6;2,1877;37321;NA
2006-02-07;15,67;2,1866;36561;NA
2006-02-08;15,63;2,1956;36499;NA
2006-02-09;15,67;2,1778;36882;NA
2006-02-10;15,63;2,1575;36975;NA
2006-02-13;15,56;2,1621;36113;NA
2006-02-14;15,54;2,1435;36626;NA
2006-02-15;15,52;2,1375;37239;NA
2006-02-16;15,46;2,1177;38256;NA
2006-02-17;15,36;2,1186;38421;NA
2006-02-20;15,28;2,1182;38539;NA
2006-02-21;15,35;2,1297;38165;NA
2006-02-22;15,27;2,1484;38246;NA
2006-02-23;15,22;2,1353;38405;NA
2006-02-24;15,23;2,1355;38610;NA
2006-03-01;15,15;2,1181;39177;NA
2006-03-02;15,11;2,1134;39125;NA
2006-03-03;15,06;2,1155;39239;NA
2006-03-06;15,05;2,1261;38353;NA
2006-03-07;15,1;2,1682;37422;NA
2006-03-08;15,17;2,1778;37289;NA
2006-03-09;15,08;2,1615;36312;NA
2006-03-10;14,95;2,1447;36890;NA
2006-03-13;14,88;2,1349;36792;NA
2006-03-14;14,87;2,1269;37541;NA
2006-03-15;14,81;2,1215;38243;NA
2006-03-16;14,85;2,1067;38156;NA
2006-03-17;14,89;2,1188;38049;NA
2006-03-20;14,91;2,1386;38203;NA
2006-03-21;15,01;2,1591;37398;NA
2006-03-22;14,95;2,1553;37850;NA
2006-03-23;15;2,1506;37473;NA
2006-03-24;15,01;2,1628;37577;NA
2006-03-27;15,08;2,1804;37641;NA
2006-03-28;15,05;2,2238;36682;NA
2006-03-29;14,95;2,2228;37491;NA
2006-03-30;14,85;2,1952;37776;NA
2006-03-31;14,84;2,1724;37951;NA
2006-04-03;14,73;2,1542;38717;NA
2006-04-04;14,72;2,1293;38802;NA
2006-04-05;14,68;2,1344;39053;NA
2006-04-06;14,69;2,1299;39285;NA
2006-04-07;14,78;2,1409;38926;NA
2006-04-10;14,88;2,1522;38474;NA
2006-04-11;14,79;2,142;37901;NA
2006-04-12;14,7;2,1336;38427;NA
2006-04-13;14,68;2,1426;38082;NA
2006-04-17;14,68;2,1343;38462;NA
2006-04-18;14,58;2,1292;39572;NA
2006-04-19;14,56;2,1143;39937;NA
2006-04-20;14,63;2,1236;39774;NA
2006-04-24;14,71;2,1182;39751;NA
2006-04-25;14,7;2,1233;39738;NA
2006-04-26;14,65;2,1224;40410;NA
2006-04-27;14,75;2,1136;39751;NA
2006-04-28;14,68;2,0892;40363;NA
2006-05-02;14,63;2,0718;41016;NA
2006-05-03;14,67;2,0706;40919;NA
2006-05-04;14,67;2,0667;40975;NA
2006-05-05;14,69;2,0587;41417;NA
2006-05-08;14,68;2,0651;41515;NA
2006-05-09;14,65;2,0642;41979;NA
2006-05-10;14,64;2,0586;41751;NA
2006-05-11;14,7;2,0881;40847;NA
2006-05-12;14,77;2,1307;40211;NA
2006-05-15;14,82;2,1774;39271;NA
2006-05-16;14,74;2,1403;39416;NA
2006-05-17;14,87;2,1826;38290;NA
2006-05-18;14,8;2,1833;37807;NA
2006-05-19;14,91;2,193;37732;NA
2006-05-22;15,12;2,2883;36496;NA
2006-05-23;15,24;2,2601;36110;NA
2006-05-24;16,1;2,3711;35791;NA
2006-05-25;15,47;2,315;37568;NA
2006-05-26;15,19;2,252;38629;NA
2006-05-29;15,37;2,2566;38145;NA
2006-05-30;15,68;2,3235;36412;NA
2006-05-31;15,48;2,3005;36530;NA
2006-06-01;15,33;2,2713;37748;NA
2006-06-02;15,35;2,2595;37942;NA
2006-06-05;15,33;2,2557;36739;NA
2006-06-06;15,35;2,2686;36577;NA
2006-06-07;15,33;2,25;35264;NA
2006-06-08;15,29;2,2701;35437;NA
2006-06-09;15,24;2,2615;35074;NA
2006-06-12;15,32;2,2707;32847;NA
2006-06-13;15,35;2,3018;33554;NA
2006-06-14;15,28;2,2845;32941;NA
2006-06-16;15,12;2,2521;34398;NA
2006-06-19;15,17;2,2404;33897;NA
2006-06-20;15,12;2,2506;33632;NA
2006-06-21;15,04;2,2378;34546;NA
2006-06-22;15,08;2,2391;34316;NA
2006-06-23;15,05;2,2462;34661;NA
2006-06-26;15,04;2,2259;34631;NA
2006-06-27;15,06;2,2315;34375;NA
2006-06-28;14,99;2,2262;34834;NA
2006-06-29;14,84;2,2063;36486;NA
2006-06-30;14,78;2,1643;36630;NA
2006-07-03;14,72;2,1701;37357;NA
2006-07-04;14,69;2,1646;37367;NA
2006-07-05;14,79;2,1955;36378;NA
2006-07-06;14,7;2,184;36533;NA
2006-07-07;14,64;2,1765;36101;NA
2006-07-10;14,6;2,175;36140;NA
2006-07-11;14,62;2,1859;36553;NA
2006-07-12;14,65;2,1915;36229;NA
2006-07-13;14,69;2,2106;35354;NA
2006-07-14;14,63;2,213;35349;NA
2006-07-17;14,57;2,2126;34866;NA
2006-07-18;14,55;2,1962;35130;NA
2006-07-19;14,48;2,181;36785;NA
2006-07-20;14,45;2,1895;35846;NA
2006-07-21;14,48;2,1935;35510;NA
2006-07-24;14,47;2,1916;36224;NA
2006-07-25;14,46;2,1993;36680;NA
2006-07-26;14,45;2,1984;36594;NA
2006-07-27;14,49;2,1899;36887;NA
2006-07-28;14,46;2,18;37381;NA
2006-07-31;14,48;2,1762;37077;NA
2006-08-01;14,51;2,1905;36839;NA
2006-08-02;14,48;2,1821;37288;NA
2006-08-03;14,46;2,1835;37451;NA
2006-08-04;14,43;2,172;37847;NA
2006-08-07;14,39;2,1793;37697;NA
2006-08-08;14,34;2,1839;37600;NA
2006-08-09;14,36;2,1687;37255;NA
2006-08-10;14,35;2,1628;37353;NA
2006-08-11;14,35;2,1616;36944;NA
2006-08-14;14,37;2,1605;36556;NA
2006-08-15;14,33;2,148;37295;NA
2006-08-16;14,29;2,1329;37677;NA
2006-08-17;14,27;2,1365;37558;NA
2006-08-18;14,28;2,1456;37551;NA
2006-08-21;14,25;2,1361;37160;NA
2006-08-22;14,23;2,1355;36677;NA
2006-08-23;14,27;2,1354;35512;NA
2006-08-24;14,28;2,1523;35797;NA
2006-08-25;14,25;2,1571;35957;NA
2006-08-28;14,24;2,1473;36374;NA
2006-08-29;14,19;2,1419;36303;NA
2006-08-30;14,17;2,133;36313;NA
2006-08-31;13,95;2,1388;36232;NA
2006-09-01;13,88;2,1468;37329;NA
2006-09-04;13,84;2,1282;37693;NA
2006-09-05;13,85;2,1288;37367;NA
2006-09-06;13,8;2,1443;36709;NA
2006-09-08;13,71;2,1582;36558;NA
2006-09-11;13,74;2,1751;35772;NA
2006-09-12;13,7;2,1732;36146;NA
2006-09-13;13,68;2,17;36549;NA
2006-09-14;13,68;2,1593;36153;NA
2006-09-15;13,62;2,154;36169;NA
2006-09-18;13,57;2,1453;36482;NA
2006-09-19;13,62;2,1518;35885;NA
2006-09-20;13,66;2,169;35196;NA
2006-09-21;13,82;2,1969;34830;NA
2006-09-22;13,67;2,2177;34798;NA
2006-09-25;13,68;2,2188;34972;NA
2006-09-26;13,61;2,198;35819;NA
2006-09-27;13,6;2,186;36105;NA
2006-09-28;13,59;2,1793;36486;NA
2006-09-29;13,57;2,1742;36449;NA
2006-10-02;13,46;2,1623;37057;NA
2006-10-03;13,46;2,1655;36437;NA
2006-10-04;13,43;2,1676;37749;NA
2006-10-05;13,41;2,1629;37976;NA
2006-10-06;13,42;2,1636;37940;NA
2006-10-09;13,33;2,1588;38406;NA
2006-10-10;13,31;2,1497;38654;NA
2006-10-11;13,32;2,1546;38322;NA
2006-10-13;13,27;2,1419;38850;NA
2006-10-16;13,29;2,1331;39229;NA
2006-10-17;13,32;2,1361;38897;NA
2006-10-18;13,33;2,1339;38685;NA
2006-10-19;13,26;2,1387;38919;NA
2006-10-20;13,26;2,1457;38642;NA
2006-10-23;13,23;2,1391;39226;NA
2006-10-24;13,24;2,1467;39498;NA
2006-10-25;13,13;2,151;39562;NA
2006-10-26;13,12;2,1363;39644;NA
2006-10-27;13,07;2,1378;39328;NA
2006-10-30;13,05;2,1456;38900;NA
2006-10-31;13,01;2,143;39262;NA
2006-11-01;12,94;2,141;39930;NA
2006-11-03;12,91;2,142;40435;NA
2006-11-06;12,92;2,1378;41246;NA
2006-11-07;12,93;2,1353;41048;NA
2006-11-08;12,98;2,1464;41334;NA
2006-11-09;13;2,1412;40815;NA
2006-11-10;13,03;2,1489;40719;NA
2006-11-13;13,02;2,162;40605;NA
2006-11-14;12,95;2,1537;41290;NA
2006-11-16;12,93;2,1517;41161;NA
2006-11-17;13,01;2,1593;41029;NA
2006-11-20;NA;2,1622;NA;NA
2006-11-21;12,98;2,1638;41570;NA
2006-11-22;12,95;2,1623;41912;NA
2006-11-23;12,95;2,1683;42069;NA
2006-11-24;12,93;2,17;41757;NA
2006-11-27;12,93;2,18;40914;NA
2006-11-28;12,9;2,187;41043;NA
2006-11-29;12,87;2,1783;41970;NA
2006-11-30;12,75;2,1668;41931;NA
2006-12-01;12,72;2,1672;41327;NA
2006-12-04;12,74;2,1693;42654;NA
2006-12-05;12,67;2,156;43157;NA
2006-12-06;12,65;2,1528;43096;NA
2006-12-07;12,57;2,1428;42909;NA
2006-12-08;12,52;2,1442;42977;NA
2006-12-11;12,5;2,1384;43297;NA
2006-12-12;12,55;2,1481;43018;NA
2006-12-13;12,53;2,1459;43284;NA
2006-12-14;12,52;2,146;43754;NA
2006-12-15;12,48;2,147;43595;NA
2006-12-18;12,43;2,147;43508;NA
2006-12-19;12,48;2,1572;43589;NA
2006-12-20;12,48;2,156;43502;NA
2006-12-21;12,51;2,1593;43385;NA
2006-12-22;12,5;2,1518;43355;NA
2006-12-26;12,46;2,1437;43603;NA
2006-12-27;12,42;2,1497;44526;NA
2006-12-28;12,38;2,138;44473;NA
2006-12-29;12,38;2,138;NA;NA
2007-01-02;12,31;2,1342;45382;NA
2007-01-03;12,3;2,1372;44445;NA
2007-01-04;12,36;2,1429;44019;NA
2007-01-05;12,43;2,1474;42245;NA
2007-01-08;12,47;2,1505;42829;NA
2007-01-09;12,46;2,1506;42006;NA
2007-01-10;12,43;2,1556;42335;NA
2007-01-11;12,41;2,1465;42670;NA
2007-01-12;12,43;2,1421;43095;NA
2007-01-15;12,48;2,1407;42919;NA
2007-01-16;12,43;2,1444;42624;NA
2007-01-17;12,4;2,135;42735;NA
2007-01-18;12,37;2,1329;42477;NA
2007-01-19;12,37;2,1307;43427;NA
2007-01-22;12,34;2,1327;43553;NA
2007-01-23;12,36;2,1368;44177;NA
2007-01-24;12,41;2,1286;44686;NA
2007-01-25;NA;2,1281;NA;NA
2007-01-26;12,43;2,136;44412;NA
2007-01-29;12,41;2,136;43573;NA
2007-01-30;12,4;2,1329;44044;NA
2007-01-31;12,36;2,1247;44641;NA
2007-02-01;12,35;2,1093;44815;NA
2007-02-02;12,35;2,0982;44997;NA
2007-02-05;12,31;2,0964;45286;NA
2007-02-06;12,27;2,0833;45351;NA
2007-02-07;12,23;2,0852;44587;NA
2007-02-08;12,22;2,0951;44891;NA
2007-02-09;12,18;2,1033;44284;NA
2007-02-12;12,15;2,114;43934;NA
2007-02-13;12,14;2,1088;45197;NA
2007-02-14;12,09;2,1;45995;NA
2007-02-15;12,06;2,0896;45955;NA
2007-02-16;12,06;2,0913;45849;NA
2007-02-21;12;2,0802;46090;NA
2007-02-22;12,01;2,0766;46452;NA
2007-02-23;12,04;2,0868;46015;NA
2007-02-26;11,99;2,0863;46207;NA
2007-02-27;12,07;2,1099;43145;NA
2007-02-28;12,1;2,1182;43892;NA
2007-03-01;12,11;2,126;43516;NA
2007-03-02;12,07;2,1274;42369;NA
2007-03-05;12,11;2,1388;41179;NA
2007-03-06;12;2,1209;43218;NA
2007-03-07;11,94;2,1121;42667;NA
2007-03-08;12;2,1054;43465;NA
2007-03-09;11,98;2,0983;42749;NA
2007-03-12;11,93;2,0902;43288;NA
2007-03-13;11,96;2,0962;44133;NA
2007-03-14;11,94;2,1044;44249;NA
2007-03-15;11,96;2,0909;43278;NA
2007-03-16;11,97;2,0915;42730;NA
2007-03-19;11,95;2,0792;43712;NA
2007-03-20;11,95;2,0763;44350;NA
2007-03-21;11,91;2,0676;45630;NA
2007-03-22;11,91;2,0602;45424;NA
2007-03-23;11,92;2,0652;45532;NA
2007-03-26;11,91;2,0601;45644;NA
2007-03-27;11,92;2,0637;45206;NA
2007-03-28;11,93;2,0716;44484;NA
2007-03-29;11,91;2,0545;45355;NA
2007-03-30;11,85;2,0504;45804;NA
2007-04-02;11,82;2,0478;45597;NA
2007-04-03;11,8;2,0372;46288;NA
2007-04-04;11,81;2,0321;46553;NA
2007-04-05;11,81;2,0333;46646;NA
2007-04-09;11,77;2,0236;46854;NA
2007-04-10;11,73;2,0282;47174;NA
2007-04-11;11,75;2,0333;46939;NA
2007-04-12;11,8;2,0371;47346;NA
2007-04-13;11,75;2,0231;47926;NA
2007-04-16;11,7;2,034;48921;NA
2007-04-17;11,68;2,0348;48755;NA
2007-04-18;11,64;2,0365;48709;NA
2007-04-19;11,4;2,0312;48762;NA
2007-04-20;11,34;2,0262;49070;NA
2007-04-23;11,33;2,029;49675;NA
2007-04-24;11,34;2,0385;49408;NA
2007-04-25;11,27;2,0236;49162;NA
2007-04-26;11,3;2,0252;49067;NA
2007-04-27;11,31;2,0321;49229;NA
2007-04-30;11,31;2,0339;48956;NA
2007-05-02;11,25;2,0268;49471;NA
2007-05-03;11,23;2,0239;50218;NA
2007-05-04;11,16;2,0309;50597;NA
2007-05-07;11,15;2,0266;50281;NA
2007-05-08;11,16;2,0226;50277;NA
2007-05-09;11,14;2,0222;51300;NA
2007-05-10;11,16;2,0217;50234;NA
2007-05-11;11,14;2,0194;50902;NA
2007-05-14;11,11;2,0138;50510;NA
2007-05-15;11,04;1,9922;50518;NA
2007-05-16;10,94;1,9586;51737;NA
2007-05-17;10,93;1,9573;51631;NA
2007-05-18;10,94;1,963;52077;NA
2007-05-21;10,91;1,9435;52423;NA
2007-05-22;10,91;1,9409;52208;NA
2007-05-23;10,94;1,9489;51812;NA
2007-05-24;11,07;1,9653;50530;NA
2007-05-25;11,02;1,952;51617;NA
2007-05-28;10,99;1,9441;52119;NA
2007-05-29;11,02;1,9461;51713;NA
2007-05-30;11,02;1,9468;52527;NA
2007-05-31;10,99;1,9289;52268;NA
2007-06-01;10,9;1,9056;53422;NA
2007-06-04;10,97;1,9215;53242;NA
2007-06-05;11,01;1,9395;53162;NA
2007-06-06;11,05;1,9617;52049;NA
2007-06-08;10,85;1,9638;52329;NA
2007-06-11;10,81;1,9473;52776;NA
2007-06-12;10,86;1,942;51797;NA
2007-06-13;10,85;1,9442;52993;NA
2007-06-14;10,8;1,9303;53713;NA
2007-06-15;10,78;1,9097;54518;NA
2007-06-18;10,78;1,9047;54730;NA
2007-06-19;10,77;1,9058;54643;NA
2007-06-20;10,83;1,9198;54029;NA
2007-06-21;10,81;1,9197;54656;NA
2007-06-22;10,87;1,9334;54267;NA
2007-06-25;10,95;1,9379;54041;NA
2007-06-26;10,87;1,9488;53851;NA
2007-06-27;10,82;1,9499;54143;NA
2007-06-28;10,79;1,9256;54146;NA
2007-06-29;10,77;1,9262;54392;NA
2007-07-02;10,78;1,9176;55371;NA
2007-07-03;10,79;1,9122;55699;NA
2007-07-04;10,89;1,9099;55696;NA
2007-07-05;10,88;1,9157;55932;NA
2007-07-06;10,78;1,9033;56444;NA
2007-07-09;NA;1,8992;NA;NA
2007-07-10;10,8;1,8947;55882;NA
2007-07-11;10,78;1,89;56356;NA
2007-07-12;10,71;1,8767;57613;NA
2007-07-13;10,71;1,8684;57644;NA
2007-07-16;10,73;1,8647;57374;NA
2007-07-17;10,71;1,8621;57659;NA
2007-07-18;10,7;1,8609;57555;NA
2007-07-19;10,77;1,8536;58124;NA
2007-07-20;10,8;1,8606;57442;NA
2007-07-23;10,81;1,8448;58036;NA
2007-07-24;10,85;1,8525;55794;NA
2007-07-25;10,86;1,8643;56001;NA
2007-07-26;11,06;1,9054;53893;NA
2007-07-27;10,98;1,9069;52922;NA
2007-07-30;10,94;1,8809;54572;NA
2007-07-31;10,94;1,8776;54182;NA
2007-08-01;11,02;1,8856;54233;NA
2007-08-02;10,97;1,8729;54690;NA
2007-08-03;11,08;1,8814;52846;NA
2007-08-06;11,08;1,9106;53091;NA
2007-08-07;11,04;1,9077;53802;NA
2007-08-08;10,98;1,8866;55241;NA
2007-08-09;11,09;1,9191;53430;NA
2007-08-10;11,11;1,955;52638;NA
2007-08-13;11,06;1,9411;52434;NA
2007-08-14;11,18;1,9809;50911;NA
2007-08-15;11,32;2,0043;49285;NA
2007-08-16;11,9;2,1124;48015;NA
2007-08-17;11,57;2,0376;48558;NA
2007-08-20;11,66;2,028;49206;NA
2007-08-21;11,66;2,0385;49815;NA
2007-08-22;11,57;2,0173;51744;NA
2007-08-23;11,62;1,9939;51848;NA
2007-08-24;11,5;1,9855;52997;NA
2007-08-27;11,46;1,9489;53078;NA
2007-08-28;11,48;1,9849;51645;NA
2007-08-29;11,43;1,9864;52734;NA
2007-08-30;11,4;1,9777;52857;NA
2007-08-31;11,36;1,962;54637;NA
2007-09-03;11,3;1,9547;54832;NA
2007-09-04;11,28;1,9528;55250;NA
2007-09-05;11,38;1,964;54407;NA
2007-09-06;11,35;1,9545;54569;NA
2007-09-10;11,44;1,9591;52652;NA
2007-09-11;11,39;1,9304;53920;NA
2007-09-12;11,32;1,9125;53882;NA
2007-09-13;11,39;1,8991;54908;NA
2007-09-14;11,34;1,9031;54671;NA
2007-09-17;11,38;1,9123;54340;NA
2007-09-18;11,31;1,896;56666;NA
2007-09-19;11,22;1,8639;57264;NA
2007-09-20;11,23;1,8637;56906;NA
2007-09-21;11,15;1,8618;57798;NA
2007-09-24;11,18;1,8694;58719;NA
2007-09-25;11,15;1,8656;58857;NA
2007-09-26;11,18;1,8493;59714;NA
2007-09-27;11,19;1,8409;61052;NA
2007-09-28;11,16;1,8389;60465;NA
2007-10-01;11,12;1,8225;62340;NA
2007-10-02;11,13;1,8235;62017;NA
2007-10-03;11,16;1,8274;60098;NA
2007-10-04;11,19;1,8284;60407;NA
2007-10-05;11,18;1,8092;62318;NA
2007-10-08;11,19;1,8133;62660;NA
2007-10-09;11,12;1,8108;63548;NA
2007-10-10;11,15;1,8048;63197;NA
2007-10-11;11,17;1,792;62455;NA
2007-10-15;11,16;1,8078;62969;NA
2007-10-16;11,16;1,8242;61717;NA
2007-10-17;11,17;1,8138;63193;NA
2007-10-18;11,24;1,8071;63261;NA
2007-10-19;11,31;1,7964;60894;NA
2007-10-22;11,44;1,8206;61215;NA
2007-10-23;11,35;1,8007;62697;NA
2007-10-24;11,41;1,7969;62624;NA
2007-10-25;11,41;1,7896;62341;NA
2007-10-26;11,35;1,7752;64275;NA
2007-10-29;11,28;1,7595;65044;NA
2007-10-30;11,32;1,7552;64383;NA
2007-10-31;11,31;1,744;65317;NA
2007-11-01;11,33;1,746;64050;NA
2007-11-05;11,39;1,7556;62959;NA
2007-11-06;11,34;1,7325;64503;NA
2007-11-07;11,43;1,74;63500;NA
2007-11-08;11,51;1,7354;63561;NA
2007-11-09;11,44;1,749;64320;NA
2007-11-12;11,52;1,774;61526;NA
2007-11-13;11,51;1,7682;62927;NA
2007-11-14;11,44;1,7378;64630;NA
2007-11-16;11,45;1,7414;64609;NA
2007-11-19;11,45;1,7593;62336;NA
2007-11-20;NA;1,7647;NA;NA
2007-11-21;11,42;1,7866;60581;NA
2007-11-22;11,42;1,7747;60653;NA
2007-11-23;11,43;1,7962;60970;NA
2007-11-26;11,44;1,811;59069;NA
2007-11-27;11,5;1,8501;59431;NA
2007-11-28;11,5;1,8018;61714;NA
2007-11-29;11,62;1,7905;62156;NA
2007-11-30;11,59;1,7837;63006;NA
2007-12-03;11,59;1,7888;63199;NA
2007-12-04;11,62;1,8233;63481;NA
2007-12-05;11,66;1,7956;64927;NA
2007-12-06;11,66;1,7873;65791;NA
2007-12-07;11,62;1,7616;65639;NA
2007-12-10;11,73;1,762;65445;NA
2007-12-11;11,7;1,765;64512;NA
2007-12-12;11,79;1,7624;64741;NA
2007-12-13;11,96;1,7746;62860;NA
2007-12-14;11,9;1,7959;62445;NA
2007-12-17;11,92;1,8123;59828;NA
2007-12-18;11,89;1,8091;61096;NA
2007-12-19;11,85;1,8019;61721;NA
2007-12-20;12;1,8032;61716;NA
2007-12-21;12,04;1,7966;63097;NA
2007-12-24;NA;1,7909;NA;NA
2007-12-26;12,12;1,7795;64288;NA
2007-12-27;12,06;1,7671;63774;NA
2007-12-28;12,05;1,7713;63886;NA
2007-12-31;NA;1,7713;NA;NA
2008-01-02;12,02;1,7722;62815;NA
2008-01-03;11,94;1,7569;62891;NA
2008-01-04;12,04;1,7574;61036;NA
2008-01-07;12,07;1,7675;60772;NA
2008-01-08;12,03;1,7554;62080;NA
2008-01-09;12,06;1,7691;62673;NA
2008-01-10;12,11;1,7628;63515;NA
2008-01-11;12,03;1,7536;61942;NA
2008-01-14;12,05;1,7414;62187;NA
2008-01-15;12;1,745;59907;NA
2008-01-16;12,02;1,763;58777;NA
2008-01-17;12;1,7687;57036;NA
2008-01-18;11,95;1,785;57506;NA
2008-01-21;12,1;1,8301;53709;NA
2008-01-22;12,03;1,8041;56097;NA
2008-01-23;12,04;1,8147;54234;NA
2008-01-24;11,96;1,7883;57463;NA
2008-01-25;NA;1,7912;NA;NA
2008-01-28;11,96;1,7906;58593;NA
2008-01-29;12;1,7762;59529;NA
2008-01-30;12,01;1,7802;60289;NA
2008-01-31;12,08;1,7603;59490;NA
2008-02-01;12,11;1,7451;61079;NA
2008-02-06;12,17;1,7531;58968;NA
2008-02-07;12,11;1,7627;58965;NA
2008-02-08;12,03;1,7681;59075;NA
2008-02-11;11,99;1,7601;60643;NA
2008-02-12;11,93;1,7478;61805;NA
2008-02-13;11,8;1,7459;62590;NA
2008-02-14;11,81;1,7469;61818;NA
2008-02-15;11,88;1,7541;61271;NA
2008-02-18;11,8;1,7394;62801;NA
2008-02-19;11,86;1,7329;62296;NA
2008-02-20;11,83;1,7351;63747;NA
2008-02-21;11,81;1,7104;63792;NA
2008-02-22;11,84;1,704;64608;NA
2008-02-25;11,92;1,7062;65000;NA
2008-02-26;11,87;1,6882;65182;NA
2008-02-27;11,88;1,6715;65494;NA
2008-02-28;11,91;1,6723;65555;NA
2008-02-29;11,92;1,6833;NA;NA
2008-03-03;11,86;1,6816;64491;NA
2008-03-04;11,89;1,673;63655;NA
2008-03-05;11,86;1,67;64629;NA
2008-03-06;11,97;1,672;62974;NA
2008-03-07;12,1;1,6841;61867;NA
2008-03-10;12,21;1,6996;59999;NA
2008-03-11;12,17;1,6947;62367;NA
2008-03-12;12,25;1,6796;62176;NA
2008-03-13;12,39;1,6971;62279;NA
2008-03-14;12,5;1,6947;61990;NA
2008-03-17;12,55;1,7248;60011;NA
2008-03-18;12,48;1,7007;61932;NA
2008-03-19;12,54;1,7045;58827;NA
2008-03-20;12,51;1,7424;58987;NA
2008-03-24;12,54;1,7407;59812;NA
2008-03-25;12,56;1,7341;61234;NA
2008-03-26;12,57;1,7288;61415;NA
2008-03-27;12,64;1,7345;60761;NA
2008-03-28;12,62;1,7456;60452;NA
2008-03-31;12,69;1,7491;60968;NA
2008-04-01;12,67;1,7534;62774;NA
2008-04-02;12,63;1,7273;63364;NA
2008-04-03;12,58;1,7252;64175;NA
2008-04-04;12,57;1,7117;64446;NA
2008-04-07;12,68;1,699;64175;NA
2008-04-08;12,65;1,7038;64539;NA
2008-04-09;12,76;1,6878;63477;NA
2008-04-10;12,79;1,6822;63527;NA
2008-04-11;12,79;1,6876;62585;NA
2008-04-14;12,81;1,6867;62153;NA
2008-04-15;12,86;1,6822;62618;NA
2008-04-16;12,89;1,6699;64151;NA
2008-04-17;12,96;1,6588;64552;NA
2008-04-18;13,02;1,6693;64923;NA
2008-04-22;13,14;1,6575;65412;NA
2008-04-23;13,04;1,6582;64947;NA
2008-04-24;13,06;1,6687;64576;NA
2008-04-25;13,12;1,6688;65187;NA
2008-04-28;13,25;1,6764;65677;NA
2008-04-29;13,3;1,7058;63825;NA
2008-04-30;13,21;1,6872;67868;NA
2008-05-02;13,23;1,6506;69366;NA
2008-05-05;13,29;1,6578;70174;NA
2008-05-06;13,48;1,6615;70195;NA
2008-05-07;13,58;1,6741;69017;NA
2008-05-08;13,61;1,6936;69722;NA
2008-05-09;13,74;1,6949;69645;NA
2008-05-12;13,68;1,6743;70415;NA
2008-05-13;13,69;1,6583;70503;NA
2008-05-14;13,85;1,6641;70026;NA
2008-05-15;13,83;1,6601;71492;NA
2008-05-16;13,71;1,6434;72766;NA
2008-05-19;13,79;1,646;73438;NA
2008-05-20;13,79;1,657;73516;NA
2008-05-21;13,87;1,6492;72294;NA
2008-05-23;13,87;1,6547;71451;NA
2008-05-26;13,93;1,661;71628;NA
2008-05-27;13,98;1,6681;70992;NA
2008-05-28;13,89;1,663;73153;NA
2008-05-29;13,79;1,6496;71797;NA
2008-05-30;13,74;1,6294;72592;NA
2008-06-02;13,83;1,632;71897;NA
2008-06-03;13,76;1,6215;70012;NA
2008-06-04;13,82;1,6307;68673;NA
2008-06-05;13,91;1,6262;71209;NA
2008-06-06;13,98;1,6282;69785;NA
2008-06-09;14,11;1,6265;69281;NA
2008-06-10;14,12;1,6392;67774;NA
2008-06-11;14,22;1,6428;66794;NA
2008-06-12;14,15;1,64;67319;NA
2008-06-13;14,21;1,6368;67203;NA
2008-06-16;14,28;1,6277;67284;NA
2008-06-17;14,24;1,6127;68437;NA
2008-06-18;14,19;1,6113;67090;NA
2008-06-19;14,17;1,6051;66590;NA
2008-06-20;14,24;1,6042;64613;NA
2008-06-23;14,25;1,6117;64640;NA
2008-06-24;14,19;1,6046;64167;NA
2008-06-25;14,21;1,6001;65853;NA
2008-06-26;14,31;1,5951;63946;NA
2008-06-27;14,38;1,6077;64321;NA
2008-06-30;14,45;1,5919;65017;NA
2008-07-01;14,5;1,6061;63396;NA
2008-07-02;14,63;1,5993;61106;NA
2008-07-03;14,66;1,6089;59273;NA
2008-07-04;14,72;1,61;59365;NA
2008-07-07;14,69;1,6041;59088;NA
2008-07-08;14,53;1,6027;59535;NA
2008-07-09;NA;1,6092;NA;NA
2008-07-10;14,48;1,6147;60252;NA
2008-07-11;14,44;1,6032;60148;NA
2008-07-14;14,51;1,5942;60720;NA
2008-07-15;14,47;1,591;61015;NA
2008-07-16;14,51;1,596;62056;NA
2008-07-17;14,51;1,5913;60180;NA
2008-07-18;14,51;1,5938;59988;NA
2008-07-21;14,61;1,5818;60771;NA
2008-07-22;14,52;1,5811;59647;NA
2008-07-23;14,55;1,5834;59420;NA
2008-07-24;14,63;1,5781;57434;NA
2008-07-25;14,58;1,5745;57199;NA
2008-07-28;14,63;1,5754;56869;NA
2008-07-29;14,65;1,573;58042;NA
2008-07-30;14,63;1,5641;59997;NA
2008-07-31;14,66;1,5666;59505;NA
2008-08-01;14,61;1,5593;57630;NA
2008-08-04;14,65;1,5659;55609;NA
